<<<<<<< HEAD
city,place_type,location,date_time,temp_celsius,rain_1h,clouds_all,day,hour,month,dayofweek,event_density,footfall
Nagercoil,theater,Theater near Nagercoil,2024-01-22 23:00:00,24.1,1.95,45,22,23,1,0,0.0,781
Villupuram,tourist_spot,Tourist_Spot near Villupuram,2024-04-04 02:00:00,36.0,1.75,21,4,2,4,3,0.0,689
Vellore,tourist_spot,Tourist_Spot near Vellore,2024-11-21 06:00:00,32.4,1.71,28,21,6,11,3,0.0,1174
Tirunelveli,tourist_spot,Tourist_Spot near Tirunelveli,2024-03-03 23:00:00,23.3,1.44,0,3,23,3,6,0.0,1265
Villupuram,temple,Temple near Villupuram,2024-08-21 10:00:00,33.0,0.5,15,21,10,8,2,0.0,2880
Erode,college,College near Erode,2024-03-18 09:00:00,30.7,1.68,46,18,9,3,0,0.0,1896
Kanchipuram,mall,Mall near Kanchipuram,2024-03-29 12:00:00,30.3,1.96,42,29,12,3,4,1.0,3885
Thoothukudi,temple,Temple near Thoothukudi,2024-06-02 20:00:00,34.5,7.23,87,2,20,6,6,0.0,3590
Madurai,hospital,Hospital near Madurai,2024-01-19 09:00:00,37.0,4.56,0,19,9,1,4,0.0,895
Coimbatore,bus_stop,Bus_Stop near Coimbatore,2024-07-21 13:00:00,37.0,6.87,23,21,13,7,6,0.0,2610
Villupuram,hospital,Hospital near Villupuram,2024-02-13 19:00:00,22.4,0.01,7,13,19,2,1,0.0,805
Cuddalore,railway_station,Railway_Station near Cuddalore,2024-01-27 22:00:00,29.6,0.43,0,27,22,1,5,0.0,3786
Tiruchirappalli,hospital,Hospital near Tiruchirappalli,2024-08-18 17:00:00,34.5,11.71,37,18,17,8,6,0.0,808
Dindigul,theater,Theater near Dindigul,2024-04-03 21:00:00,24.8,2.03,7,3,21,4,2,0.0,697
Dindigul,railway_station,Railway_Station near Dindigul,2024-09-06 02:00:00,32.8,3.4,38,6,2,9,4,0.0,2955
Kanchipuram,metro_station,Metro_Station near Kanchipuram,2024-11-12 22:00:00,22.3,1.62,0,12,22,11,1,0.0,3166
Villupuram,tourist_spot,Tourist_Spot near Villupuram,2024-06-14 08:00:00,27.2,0.36,70,14,8,6,4,0.0,964
Kanyakumari,tourist_spot,Tourist_Spot near Kanyakumari,2024-05-12 03:00:00,32.7,0.73,50,12,3,5,6,0.0,1407
Coimbatore,park,Park near Coimbatore,2024-12-09 12:00:00,23.9,0.36,2,9,12,12,0,0.0,583
Sivakasi,metro_station,Metro_Station near Sivakasi,2024-11-28 07:00:00,37.4,0.4,26,28,7,11,3,0.0,5740
Erode,college,College near Erode,2024-07-23 21:00:00,30.6,0.68,1,23,21,7,1,0.0,1187
Thoothukudi,mall,Mall near Thoothukudi,2024-09-10 10:00:00,34.0,14.79,16,10,10,9,1,0.0,1703
Dindigul,tourist_spot,Tourist_Spot near Dindigul,2024-09-20 06:00:00,25.3,2.11,67,20,6,9,4,0.0,918
Kanyakumari,bus_stop,Bus_Stop near Kanyakumari,2024-11-01 23:00:00,29.1,0.07,19,1,23,11,4,0.5,4714
Kanchipuram,bus_stop,Bus_Stop near Kanchipuram,2024-01-16 07:00:00,32.8,0.99,44,16,7,1,1,0.2,8053
Tiruchirappalli,theater,Theater near Tiruchirappalli,2024-09-27 07:00:00,29.5,0.11,62,27,7,9,4,0.0,358
Thoothukudi,park,Park near Thoothukudi,2024-04-26 13:00:00,39.4,0.66,8,26,13,4,4,0.0,560
Karur,college,College near Karur,2024-12-08 23:00:00,25.5,5.23,47,8,23,12,6,0.0,374
Kanyakumari,tourist_spot,Tourist_Spot near Kanyakumari,2024-05-06 22:00:00,21.6,0.98,58,6,22,5,0,0.0,830
Erode,theater,Theater near Erode,2024-01-16 13:00:00,32.1,2.91,0,16,13,1,1,0.0,277
Salem,mall,Mall near Salem,2024-12-13 04:00:00,30.3,0.19,61,13,4,12,4,0.0,1799
Tirunelveli,mall,Mall near Tirunelveli,2024-09-19 20:00:00,21.6,5.84,22,19,20,9,3,0.0,3643
Coimbatore,college,College near Coimbatore,2024-06-06 09:00:00,36.7,0.4,36,6,9,6,3,0.2,2157
Karur,hospital,Hospital near Karur,2024-04-15 22:00:00,36.6,2.74,65,15,22,4,0,0.0,843
Pollachi,park,Park near Pollachi,2024-06-16 23:00:00,22.2,2.65,43,16,23,6,6,0.0,538
Madurai,temple,Temple near Madurai,2024-04-20 10:00:00,28.8,1.47,10,20,10,4,5,0.0,4278
Chennai,mall,Mall near Chennai,2024-06-01 12:00:00,29.1,2.23,78,1,12,6,5,1.0,5032
Coimbatore,theater,Theater near Coimbatore,2024-09-08 06:00:00,27.6,0.86,33,8,6,9,6,0.0,433
Ramanathapuram,college,College near Ramanathapuram,2024-01-17 16:00:00,21.5,6.56,1,17,16,1,2,0.2,2837
Dindigul,park,Park near Dindigul,2024-03-30 08:00:00,36.1,0.78,28,30,8,3,5,0.0,660
Dindigul,railway_station,Railway_Station near Dindigul,2024-02-11 07:00:00,29.8,0.09,94,11,7,2,6,0.0,5646
Chennai,tourist_spot,Tourist_Spot near Chennai,2024-10-14 15:00:00,27.5,4.08,100,14,15,10,0,0.0,1780
Salem,metro_station,Metro_Station near Salem,2024-04-11 15:00:00,25.1,2.49,43,11,15,4,3,0.0,2787
Coimbatore,stadium,Stadium near Coimbatore,2024-12-18 10:00:00,33.9,0.49,51,18,10,12,2,0.0,340
Coimbatore,stadium,Stadium near Coimbatore,2024-03-14 14:00:00,30.4,0.93,39,14,14,3,3,0.0,505
Salem,hospital,Hospital near Salem,2024-11-06 14:00:00,28.1,8.54,49,6,14,11,2,0.0,787
Thoothukudi,bus_stop,Bus_Stop near Thoothukudi,2024-07-08 13:00:00,25.2,11.2,32,8,13,7,0,0.0,3539
Kanchipuram,park,Park near Kanchipuram,2024-02-09 05:00:00,25.3,1.6,49,9,5,2,4,0.0,482
Dindigul,park,Park near Dindigul,2024-03-20 13:00:00,29.0,0.46,50,20,13,3,2,0.0,580
Dindigul,college,College near Dindigul,2024-01-03 22:00:00,23.9,1.76,44,3,22,1,2,0.0,1206
Dindigul,bus_stop,Bus_Stop near Dindigul,2024-03-12 07:00:00,28.7,0.05,73,12,7,3,1,0.2,7264
Madurai,college,College near Madurai,2024-12-10 05:00:00,23.9,1.96,36,10,5,12,1,0.0,1694
Karur,tourist_spot,Tourist_Spot near Karur,2024-12-02 19:00:00,30.8,0.57,3,2,19,12,0,0.0,837
Nagercoil,park,Park near Nagercoil,2024-07-07 05:00:00,24.6,0.46,100,7,5,7,6,0.2,572
Ramanathapuram,temple,Temple near Ramanathapuram,2024-12-24 09:00:00,20.2,0.87,57,24,9,12,1,0.0,2913
Vellore,mall,Mall near Vellore,2024-03-28 05:00:00,23.3,0.32,56,28,5,3,3,0.0,2056
Chennai,mall,Mall near Chennai,2024-05-12 22:00:00,30.5,3.76,34,12,22,5,6,0.0,2756
Chennai,railway_station,Railway_Station near Chennai,2024-11-16 17:00:00,35.8,4.19,47,16,17,11,5,0.0,6136
Villupuram,stadium,Stadium near Villupuram,2024-02-11 21:00:00,30.5,0.69,49,11,21,2,6,0.0,1233
Cuddalore,mall,Mall near Cuddalore,2024-03-14 14:00:00,36.2,2.03,28,14,14,3,3,0.0,1453
Tiruppur,railway_station,Railway_Station near Tiruppur,2024-05-27 02:00:00,27.7,0.93,50,27,2,5,0,0.0,3728
Vellore,stadium,Stadium near Vellore,2024-09-10 17:00:00,40.0,1.45,54,10,17,9,1,0.0,550
Vellore,metro_station,Metro_Station near Vellore,2024-12-03 20:00:00,32.4,1.65,47,3,20,12,1,0.0,3373
Karur,stadium,Stadium near Karur,2024-12-02 06:00:00,32.9,0.05,50,2,6,12,0,0.0,440
Villupuram,railway_station,Railway_Station near Villupuram,2024-04-28 19:00:00,28.3,5.08,0,28,19,4,6,0.0,7062
Kanyakumari,college,College near Kanyakumari,2024-03-30 04:00:00,21.3,0.7,87,30,4,3,5,0.0,366
Dindigul,college,College near Dindigul,2024-08-30 07:00:00,20.2,0.76,0,30,7,8,4,0.0,1420
Tirunelveli,theater,Theater near Tirunelveli,2024-07-21 13:00:00,29.8,2.52,0,21,13,7,6,0.0,273
Madurai,bus_stop,Bus_Stop near Madurai,2024-07-31 23:00:00,34.5,1.52,41,31,23,7,2,0.0,2944
Tiruppur,bus_stop,Bus_Stop near Tiruppur,2024-09-02 07:00:00,35.9,1.67,21,2,7,9,0,0.0,4742
Coimbatore,theater,Theater near Coimbatore,2024-08-10 11:00:00,24.5,4.27,20,10,11,8,5,0.0,366
Salem,park,Park near Salem,2024-03-05 17:00:00,26.2,0.05,45,5,17,3,1,0.2,1163
Thoothukudi,metro_station,Metro_Station near Thoothukudi,2024-09-15 13:00:00,30.2,0.77,54,15,13,9,6,0.0,2139
Pollachi,tourist_spot,Tourist_Spot near Pollachi,2024-10-11 18:00:00,30.0,0.19,0,11,18,10,4,0.0,1627
Erode,college,College near Erode,2024-01-22 01:00:00,30.9,2.51,35,22,1,1,0,0.0,1244
Chennai,stadium,Stadium near Chennai,2024-11-21 05:00:00,33.1,0.73,37,21,5,11,3,0.0,418
Tirunelveli,college,College near Tirunelveli,2024-03-02 01:00:00,26.2,4.14,19,2,1,3,5,0.0,411
Cuddalore,temple,Temple near Cuddalore,2024-12-16 10:00:00,27.5,0.26,94,16,10,12,0,0.0,1766
Madurai,tourist_spot,Tourist_Spot near Madurai,2024-02-17 02:00:00,27.8,1.07,23,17,2,2,5,0.0,1338
Tiruchirappalli,bus_stop,Bus_Stop near Tiruchirappalli,2024-10-03 13:00:00,27.9,2.98,0,3,13,10,3,0.0,3593
Kanyakumari,temple,Temple near Kanyakumari,2024-07-17 07:00:00,30.2,2.61,10,17,7,7,2,0.0,2705
Nagercoil,tourist_spot,Tourist_Spot near Nagercoil,2024-07-29 11:00:00,34.1,0.46,68,29,11,7,0,0.2,2041
Tiruppur,railway_station,Railway_Station near Tiruppur,2024-06-28 17:00:00,29.0,0.4,40,28,17,6,4,0.0,4175
Chennai,metro_station,Metro_Station near Chennai,2024-05-24 11:00:00,32.8,2.46,29,24,11,5,4,0.0,2734
Cuddalore,hospital,Hospital near Cuddalore,2024-02-14 23:00:00,36.7,2.74,90,14,23,2,2,0.0,891
Madurai,theater,Theater near Madurai,2024-08-09 10:00:00,18.3,6.22,24,9,10,8,4,0.0,264
Nagercoil,railway_station,Railway_Station near Nagercoil,2024-09-28 00:00:00,32.8,4.91,23,28,0,9,5,0.0,3858
Erode,bus_stop,Bus_Stop near Erode,2024-09-20 03:00:00,31.2,0.66,25,20,3,9,4,0.0,2378
Cuddalore,bus_stop,Bus_Stop near Cuddalore,2024-10-31 22:00:00,29.3,0.71,38,31,22,10,3,0.0,3891
Thoothukudi,theater,Theater near Thoothukudi,2024-08-25 13:00:00,26.2,0.43,59,25,13,8,6,0.0,389
Dindigul,bus_stop,Bus_Stop near Dindigul,2024-11-24 23:00:00,24.5,0.42,38,24,23,11,6,0.0,2420
Salem,stadium,Stadium near Salem,2024-05-20 06:00:00,23.0,1.91,75,20,6,5,0,0.0,499
Kanchipuram,metro_station,Metro_Station near Kanchipuram,2024-08-27 22:00:00,26.2,22.33,70,27,22,8,1,0.0,2886
Karur,metro_station,Metro_Station near Karur,2024-12-07 16:00:00,35.3,0.21,75,7,16,12,5,0.5,5141
Thoothukudi,theater,Theater near Thoothukudi,2024-10-08 10:00:00,25.0,3.55,56,8,10,10,1,0.0,357
Dindigul,temple,Temple near Dindigul,2024-11-17 21:00:00,34.5,0.65,57,17,21,11,6,0.0,1436
Salem,stadium,Stadium near Salem,2024-02-08 05:00:00,35.9,1.38,68,8,5,2,3,0.0,464
Villupuram,metro_station,Metro_Station near Villupuram,2024-03-01 20:00:00,27.3,0.46,25,1,20,3,4,0.0,2299
Coimbatore,hospital,Hospital near Coimbatore,2024-09-25 09:00:00,24.7,2.25,23,25,9,9,2,0.0,1055
Thoothukudi,tourist_spot,Tourist_Spot near Thoothukudi,2024-10-09 09:00:00,30.6,0.82,47,9,9,10,2,0.0,1634
Erode,college,College near Erode,2024-09-08 23:00:00,23.6,6.8,26,8,23,9,6,0.0,377
Tiruchirappalli,metro_station,Metro_Station near Tiruchirappalli,2024-10-15 03:00:00,32.8,1.56,89,15,3,10,1,0.0,2786
Pollachi,temple,Temple near Pollachi,2024-10-09 21:00:00,42.0,0.7,49,9,21,10,2,0.2,1466
Erode,railway_station,Railway_Station near Erode,2024-04-12 04:00:00,31.4,0.43,32,12,4,4,4,0.0,2574
Pollachi,bus_stop,Bus_Stop near Pollachi,2024-05-16 20:00:00,25.2,1.55,16,16,20,5,3,0.0,2590
Erode,bus_stop,Bus_Stop near Erode,2024-10-21 14:00:00,29.6,0.03,34,21,14,10,0,0.0,3015
Dindigul,metro_station,Metro_Station near Dindigul,2024-09-02 07:00:00,23.7,1.6,92,2,7,9,0,0.0,6389
Karur,park,Park near Karur,2024-07-08 10:00:00,21.7,6.24,33,8,10,7,0,0.0,510
Vellore,mall,Mall near Vellore,2024-11-22 17:00:00,35.3,0.24,3,22,17,11,4,0.0,3791
Dindigul,metro_station,Metro_Station near Dindigul,2024-08-26 00:00:00,26.7,4.37,55,26,0,8,0,0.0,2558
Kanyakumari,railway_station,Railway_Station near Kanyakumari,2024-07-07 21:00:00,24.8,1.54,6,7,21,7,6,0.0,3228
Tiruppur,college,College near Tiruppur,2024-08-01 16:00:00,34.1,1.22,79,1,16,8,3,0.0,2476
Coimbatore,college,College near Coimbatore,2024-05-10 03:00:00,32.2,0.91,0,10,3,5,4,0.0,1044
Erode,theater,Theater near Erode,2024-10-19 20:00:00,30.4,3.1,57,19,20,10,5,0.0,904
Vellore,mall,Mall near Vellore,2024-08-06 08:00:00,32.3,1.53,6,6,8,8,1,0.0,1999
Kanyakumari,stadium,Stadium near Kanyakumari,2024-07-17 06:00:00,32.2,0.63,50,17,6,7,2,0.0,501
Kanyakumari,railway_station,Railway_Station near Kanyakumari,2024-03-11 18:00:00,30.3,0.49,8,11,18,3,0,0.0,4606
Thoothukudi,railway_station,Railway_Station near Thoothukudi,2024-07-17 15:00:00,34.5,6.9,71,17,15,7,2,0.0,3571
Madurai,bus_stop,Bus_Stop near Madurai,2024-04-05 10:00:00,33.9,0.32,18,5,10,4,4,0.0,2350
Pollachi,college,College near Pollachi,2024-07-09 19:00:00,33.3,1.56,42,9,19,7,1,0.0,907
Kanyakumari,theater,Theater near Kanyakumari,2024-08-29 09:00:00,31.1,1.95,59,29,9,8,3,0.0,291
Ramanathapuram,metro_station,Metro_Station near Ramanathapuram,2024-07-04 16:00:00,31.9,1.12,38,4,16,7,3,0.0,3298
Erode,mall,Mall near Erode,2024-04-16 13:00:00,33.8,0.64,48,16,13,4,1,0.0,2134
Nagercoil,stadium,Stadium near Nagercoil,2024-05-10 17:00:00,35.6,0.16,58,10,17,5,4,0.0,494
Tirunelveli,bus_stop,Bus_Stop near Tirunelveli,2024-08-12 20:00:00,26.1,1.98,24,12,20,8,0,0.0,3090
Vellore,temple,Temple near Vellore,2024-10-17 03:00:00,28.4,2.34,36,17,3,10,3,0.0,1591
Karur,park,Park near Karur,2024-05-08 00:00:00,22.8,0.76,13,8,0,5,2,0.0,739
Coimbatore,metro_station,Metro_Station near Coimbatore,2024-06-04 21:00:00,27.1,4.24,8,4,21,6,1,0.0,3772
Madurai,college,College near Madurai,2024-12-30 14:00:00,41.7,1.09,58,30,14,12,0,0.2,2338
Pollachi,hospital,Hospital near Pollachi,2024-04-07 00:00:00,30.9,0.12,87,7,0,4,6,0.0,718
Cuddalore,stadium,Stadium near Cuddalore,2024-12-21 04:00:00,26.1,2.41,43,21,4,12,5,0.2,573
Thoothukudi,metro_station,Metro_Station near Thoothukudi,2024-06-06 15:00:00,32.8,6.13,30,6,15,6,3,0.2,3403
Vellore,hospital,Hospital near Vellore,2024-10-19 06:00:00,34.9,2.11,40,19,6,10,5,0.0,911
Chennai,college,College near Chennai,2024-07-23 03:00:00,30.0,5.07,76,23,3,7,1,0.0,1036
Villupuram,bus_stop,Bus_Stop near Villupuram,2024-02-09 02:00:00,30.3,0.3,97,9,2,2,4,0.0,2527
Karur,metro_station,Metro_Station near Karur,2024-08-27 02:00:00,33.6,16.83,28,27,2,8,1,0.0,3777
Tirunelveli,temple,Temple near Tirunelveli,2024-09-01 12:00:00,23.0,1.58,46,1,12,9,6,0.0,1974
Villupuram,park,Park near Villupuram,2024-02-05 06:00:00,27.0,0.32,51,5,6,2,0,0.0,536
Coimbatore,metro_station,Metro_Station near Coimbatore,2024-09-10 07:00:00,29.4,0.12,77,10,7,9,1,0.0,6889
Kanchipuram,college,College near Kanchipuram,2024-05-12 21:00:00,29.7,5.89,26,12,21,5,6,0.0,308
Salem,temple,Temple near Salem,2024-12-23 12:00:00,29.2,0.27,47,23,12,12,0,0.0,1224
Thoothukudi,mall,Mall near Thoothukudi,2024-07-20 04:00:00,37.2,1.67,12,20,4,7,5,0.0,2619
Coimbatore,college,College near Coimbatore,2024-04-16 19:00:00,27.5,0.41,13,16,19,4,1,0.0,1242
Tiruchirappalli,metro_station,Metro_Station near Tiruchirappalli,2024-09-05 10:00:00,27.9,6.61,100,5,10,9,3,0.0,3006
Coimbatore,railway_station,Railway_Station near Coimbatore,2024-07-16 10:00:00,28.5,1.82,100,16,10,7,1,0.0,2993
Madurai,temple,Temple near Madurai,2024-03-12 17:00:00,25.4,0.39,0,12,17,3,1,0.5,2274
Dindigul,tourist_spot,Tourist_Spot near Dindigul,2024-06-01 05:00:00,29.7,0.41,0,1,5,6,5,0.0,1108
Madurai,hospital,Hospital near Madurai,2024-01-08 18:00:00,26.8,4.43,13,8,18,1,0,0.0,770
Chennai,mall,Mall near Chennai,2024-01-13 05:00:00,25.8,1.33,10,13,5,1,5,0.0,2424
Nagercoil,bus_stop,Bus_Stop near Nagercoil,2024-05-29 22:00:00,26.3,0.31,68,29,22,5,2,0.0,2837
Tiruchirappalli,railway_station,Railway_Station near Tiruchirappalli,2024-05-27 05:00:00,30.0,4.61,61,27,5,5,0,0.0,3235
Tiruppur,stadium,Stadium near Tiruppur,2024-05-03 13:00:00,36.4,1.46,64,3,13,5,4,0.0,500
Pollachi,college,College near Pollachi,2024-09-18 08:00:00,33.9,2.07,21,18,8,9,2,0.0,1793
Madurai,mall,Mall near Madurai,2024-08-22 10:00:00,36.3,0.05,22,22,10,8,3,0.0,1927
Tiruppur,hospital,Hospital near Tiruppur,2024-02-10 11:00:00,34.3,0.44,36,10,11,2,5,0.0,926
Tirunelveli,hospital,Hospital near Tirunelveli,2024-07-30 17:00:00,32.1,0.18,42,30,17,7,1,0.0,913
Ramanathapuram,metro_station,Metro_Station near Ramanathapuram,2024-01-19 00:00:00,32.8,0.4,59,19,0,1,4,0.0,3008
Kanchipuram,metro_station,Metro_Station near Kanchipuram,2024-07-11 23:00:00,26.0,0.07,0,11,23,7,3,0.0,2934
Pollachi,mall,Mall near Pollachi,2024-03-03 12:00:00,30.5,0.99,32,3,12,3,6,0.0,2087
Thoothukudi,bus_stop,Bus_Stop near Thoothukudi,2024-06-26 09:00:00,34.2,0.28,19,26,9,6,2,0.0,6056
Coimbatore,temple,Temple near Coimbatore,2024-07-03 13:00:00,31.6,1.22,46,3,13,7,2,1.0,3252
Kanyakumari,hospital,Hospital near Kanyakumari,2024-08-27 14:00:00,27.3,1.13,43,27,14,8,1,0.0,1010
Madurai,theater,Theater near Madurai,2024-01-22 23:00:00,29.3,0.83,0,22,23,1,0,0.0,730
Salem,temple,Temple near Salem,2024-01-08 08:00:00,35.4,0.26,71,8,8,1,0,0.0,2413
Madurai,metro_station,Metro_Station near Madurai,2024-03-12 06:00:00,30.5,1.73,13,12,6,3,1,0.0,2815
Cuddalore,park,Park near Cuddalore,2024-01-15 05:00:00,22.7,0.1,66,15,5,1,0,0.0,553
Cuddalore,railway_station,Railway_Station near Cuddalore,2024-09-14 22:00:00,23.2,0.3,70,14,22,9,5,0.0,2000
Karur,mall,Mall near Karur,2024-09-20 21:00:00,37.5,3.76,78,20,21,9,4,0.0,3248
Tiruchirappalli,metro_station,Metro_Station near Tiruchirappalli,2024-02-02 15:00:00,26.0,0.37,69,2,15,2,4,0.0,2864
Villupuram,railway_station,Railway_Station near Villupuram,2024-01-20 08:00:00,35.8,0.5,0,20,8,1,5,0.0,4919
Ramanathapuram,mall,Mall near Ramanathapuram,2024-07-30 03:00:00,21.2,1.73,100,30,3,7,1,0.0,1477
Erode,temple,Temple near Erode,2024-07-01 13:00:00,29.4,1.64,49,1,13,7,0,0.0,1610
Dindigul,railway_station,Railway_Station near Dindigul,2024-08-09 18:00:00,30.6,2.22,23,9,18,8,4,0.0,6546
Kanyakumari,park,Park near Kanyakumari,2024-01-20 10:00:00,28.8,0.39,38,20,10,1,5,0.0,685
Kanyakumari,theater,Theater near Kanyakumari,2024-06-13 16:00:00,33.7,5.51,99,13,16,6,3,0.2,298
Kanyakumari,railway_station,Railway_Station near Kanyakumari,2024-01-08 19:00:00,19.9,0.66,37,8,19,1,0,0.0,4755
Thoothukudi,park,Park near Thoothukudi,2024-10-18 02:00:00,32.9,0.38,19,18,2,10,4,0.5,1027
Kanyakumari,hospital,Hospital near Kanyakumari,2024-06-02 00:00:00,43.3,7.58,42,2,0,6,6,0.0,934
Villupuram,theater,Theater near Villupuram,2024-03-19 17:00:00,32.4,0.66,58,19,17,3,1,1.0,581
Karur,stadium,Stadium near Karur,2024-06-18 10:00:00,33.1,1.78,27,18,10,6,1,0.0,448
Tiruppur,bus_stop,Bus_Stop near Tiruppur,2024-08-11 17:00:00,27.5,0.03,19,11,17,8,6,0.0,4726
Tiruppur,college,College near Tiruppur,2024-03-31 23:00:00,33.9,2.47,17,31,23,3,6,0.0,277
Kanyakumari,temple,Temple near Kanyakumari,2024-11-12 19:00:00,28.1,0.31,48,12,19,11,1,0.0,3463
Nagercoil,railway_station,Railway_Station near Nagercoil,2024-02-16 19:00:00,26.9,1.12,0,16,19,2,4,0.0,6957
Kanyakumari,tourist_spot,Tourist_Spot near Kanyakumari,2024-04-14 11:00:00,38.4,1.72,11,14,11,4,6,0.0,2185
Villupuram,stadium,Stadium near Villupuram,2024-06-13 14:00:00,27.4,8.17,37,13,14,6,3,0.0,558
Tiruchirappalli,metro_station,Metro_Station near Tiruchirappalli,2024-09-12 22:00:00,32.3,4.91,77,12,22,9,3,0.0,3687
Tiruchirappalli,hospital,Hospital near Tiruchirappalli,2024-02-24 11:00:00,34.7,0.12,28,24,11,2,5,0.2,951
Kanchipuram,hospital,Hospital near Kanchipuram,2024-01-17 23:00:00,39.4,0.25,40,17,23,1,2,0.0,1056
Dindigul,mall,Mall near Dindigul,2024-11-24 14:00:00,34.3,1.02,25,24,14,11,6,0.0,2014
Tiruppur,stadium,Stadium near Tiruppur,2024-07-22 06:00:00,26.5,0.64,43,22,6,7,0,0.0,487
Coimbatore,tourist_spot,Tourist_Spot near Coimbatore,2024-08-13 22:00:00,28.9,3.28,59,13,22,8,1,0.0,862
Madurai,temple,Temple near Madurai,2024-08-29 04:00:00,29.6,0.3,96,29,4,8,3,0.0,1403
Madurai,park,Park near Madurai,2024-08-28 03:00:00,25.6,3.41,1,28,3,8,2,0.2,706
Ramanathapuram,park,Park near Ramanathapuram,2024-11-05 08:00:00,23.6,0.39,16,5,8,11,1,0.0,459
Chennai,theater,Theater near Chennai,2024-07-14 10:00:00,32.2,0.66,66,14,10,7,6,0.0,320
Thoothukudi,tourist_spot,Tourist_Spot near Thoothukudi,2024-05-19 11:00:00,34.4,1.29,33,19,11,5,6,0.0,1990
Coimbatore,tourist_spot,Tourist_Spot near Coimbatore,2024-01-15 10:00:00,30.5,2.55,30,15,10,1,0,0.2,1857
Karur,tourist_spot,Tourist_Spot near Karur,2024-02-04 18:00:00,29.2,0.14,34,4,18,2,6,0.0,1530
Kanchipuram,mall,Mall near Kanchipuram,2024-08-07 13:00:00,33.4,8.63,93,7,13,8,2,0.0,1510
Kanchipuram,metro_station,Metro_Station near Kanchipuram,2024-12-17 20:00:00,37.6,0.3,16,17,20,12,1,0.5,3561
Tiruchirappalli,park,Park near Tiruchirappalli,2024-10-30 14:00:00,30.1,0.53,7,30,14,10,2,0.0,682
Erode,park,Park near Erode,2024-01-05 04:00:00,24.5,0.56,47,5,4,1,4,0.0,631
Tiruppur,theater,Theater near Tiruppur,2024-04-28 20:00:00,33.1,2.14,0,28,20,4,6,0.0,973
Coimbatore,theater,Theater near Coimbatore,2024-09-02 23:00:00,42.6,5.43,73,2,23,9,0,0.0,867
Thoothukudi,stadium,Stadium near Thoothukudi,2024-04-06 13:00:00,35.8,1.66,58,6,13,4,5,0.5,873
Ramanathapuram,theater,Theater near Ramanathapuram,2024-04-07 12:00:00,40.3,0.87,65,7,12,4,6,0.0,397
Chennai,temple,Temple near Chennai,2024-07-03 20:00:00,30.5,3.49,57,3,20,7,2,0.0,3203
Tirunelveli,temple,Temple near Tirunelveli,2024-08-24 17:00:00,27.3,1.04,92,24,17,8,5,0.0,1369
Villupuram,park,Park near Villupuram,2024-10-30 08:00:00,27.2,0.35,40,30,8,10,2,0.0,681
Vellore,temple,Temple near Vellore,2024-03-08 15:00:00,30.1,1.18,0,8,15,3,4,0.0,1457
Nagercoil,temple,Temple near Nagercoil,2024-02-20 08:00:00,37.2,3.23,37,20,8,2,1,0.0,4009
Madurai,tourist_spot,Tourist_Spot near Madurai,2024-10-22 05:00:00,43.1,0.32,36,22,5,10,1,0.0,1050
Villupuram,railway_station,Railway_Station near Villupuram,2024-01-04 22:00:00,32.2,1.97,47,4,22,1,3,0.0,3323
Dindigul,railway_station,Railway_Station near Dindigul,2024-02-18 19:00:00,24.3,1.51,71,18,19,2,6,0.0,5717
Kanyakumari,theater,Theater near Kanyakumari,2024-05-02 18:00:00,38.3,2.07,59,2,18,5,3,0.0,769
Erode,railway_station,Railway_Station near Erode,2024-07-13 11:00:00,32.2,2.03,55,13,11,7,5,0.0,2942
Villupuram,hospital,Hospital near Villupuram,2024-06-17 09:00:00,33.0,1.3,14,17,9,6,0,0.0,764
Kanyakumari,hospital,Hospital near Kanyakumari,2024-06-09 13:00:00,30.7,9.51,48,9,13,6,6,0.2,789
Tiruppur,tourist_spot,Tourist_Spot near Tiruppur,2024-06-05 19:00:00,26.1,4.04,0,5,19,6,2,0.0,1145
Dindigul,park,Park near Dindigul,2024-04-22 11:00:00,35.3,0.59,65,22,11,4,0,0.0,638
Cuddalore,hospital,Hospital near Cuddalore,2024-02-21 09:00:00,27.4,1.33,0,21,9,2,2,0.0,1038
Kanyakumari,bus_stop,Bus_Stop near Kanyakumari,2024-01-01 23:00:00,19.4,1.11,85,1,23,1,0,0.0,2646
Tiruppur,bus_stop,Bus_Stop near Tiruppur,2024-04-10 20:00:00,26.1,0.37,20,10,20,4,2,0.2,3716
Madurai,college,College near Madurai,2024-04-13 12:00:00,25.7,0.63,5,13,12,4,5,0.0,712
Cuddalore,college,College near Cuddalore,2024-10-04 16:00:00,33.6,2.16,0,4,16,10,4,0.0,1943
Vellore,college,College near Vellore,2024-06-09 09:00:00,21.8,0.48,13,9,9,6,6,0.0,856
Tiruchirappalli,hospital,Hospital near Tiruchirappalli,2024-01-22 15:00:00,31.4,1.36,4,22,15,1,0,0.0,719
Pollachi,mall,Mall near Pollachi,2024-03-07 19:00:00,28.8,0.49,85,7,19,3,3,0.0,4078
Chennai,railway_station,Railway_Station near Chennai,2024-05-18 07:00:00,27.2,4.09,26,18,7,5,5,0.0,4846
Villupuram,bus_stop,Bus_Stop near Villupuram,2024-07-24 20:00:00,33.4,1.14,26,24,20,7,2,0.0,2977
Tiruppur,park,Park near Tiruppur,2024-05-29 19:00:00,26.5,0.19,30,29,19,5,2,0.0,1082
